0, 22.930075, 0.000000
1, 23.301941, -5.645924
2, 24.489195, -11.835740
3, 26.744356, -19.303257
4, 30.655211, -29.320839
5, 37.632767, -44.642150
6, 51.795201, -73.034130
7, 91.789549, -149.331745
8, 706.598629, -1297.245641
9, -110.565005, 225.147365
10, -49.036470, 109.231934
11, -30.735645, 74.044956
12, -22.038256, 56.870407
13, -17.001881, 46.612781
14, -13.742903, 39.747548
15, -11.477506, 34.803010
16, -9.821718, 31.054764
17, -8.565617, 28.104245
18, -7.584913, 25.713688
19, -6.801464, 23.732249
20, -6.163753, 22.059455
21, -5.636485, 20.625706
22, -5.194724, 19.381198
23, -4.820359, 18.289297
24, -4.499951, 17.322427
25, -4.223327, 16.459406
26, -3.982658, 15.683682
27, -3.771825, 14.982114
28, -3.585978, 14.344132
29, -3.421247, 13.761126
30, -3.274477, 13.226011
31, -3.143113, 12.732895
32, -3.025030, 12.276835
33, -2.918469, 11.853657
34, -2.821962, 11.459799
35, -2.734261, 11.092211
36, -2.654317, 10.748263
37, -2.581231, 10.425667
38, -2.514233, 10.122430
39, -2.452661, 9.836809
40, -2.395940, 9.567260
41, -2.343571, 9.312426
42, -2.295119, 9.071100
43, -2.250198, 8.842206
44, -2.208477, 8.624777
45, -2.169656, 8.417953
46, -2.133478, 8.220952
47, -2.099704, 8.033080
48, -2.068127, 7.853693
49, -2.038565, 7.682221
50, -2.010851, 7.518133
51, -1.984835, 7.360959
52, -1.960380, 7.210258
53, -1.937371, 7.065626
54, -1.915695, 6.926699
55, -1.895253, 6.793143
56, -1.875958, 6.664642
57, -1.857728, 6.540907
58, -1.840484, 6.421681
59, -1.824162, 6.306711
60, -1.808701, 6.195770
61, -1.794040, 6.088651
62, -1.780130, 5.985153
63, -1.766924, 5.885097
64, -1.754377, 5.788306
65, -1.742448, 5.694626
66, -1.731099, 5.603909
67, -1.720299, 5.516011
68, -1.710013, 5.430802
69, -1.700214, 5.348167
70, -1.690872, 5.267983
71, -1.681963, 5.190146
72, -1.673466, 5.114551
73, -1.665355, 5.041109
74, -1.657613, 4.969724
75, -1.650220, 4.900314
76, -1.643156, 4.832798
77, -1.636412, 4.767102
78, -1.629965, 4.703154
79, -1.623802, 4.640885
80, -1.617917, 4.580232
81, -1.612290, 4.521138
82, -1.606912, 4.463539
83, -1.601771, 4.407388
84, -1.596858, 4.352631
85, -1.592164, 4.299215
86, -1.587682, 4.247097
87, -1.583398, 4.196235
88, -1.579311, 4.146588
89, -1.575410, 4.098110
90, -1.571689, 4.050769
91, -1.568142, 4.004527
92, -1.564764, 3.959349
93, -1.561545, 3.915207
94, -1.558486, 3.872067
95, -1.555581, 3.829899
96, -1.552825, 3.788681
97, -1.550213, 3.748378
98, -1.547743, 3.708971
99, -1.545410, 3.670434
100, -1.543210, 3.632746
101, -1.541144, 3.595890
102, -1.539208, 3.559838
103, -1.537402, 3.524574
104, -1.535716, 3.490084
105, -1.534157, 3.456350
106, -1.532724, 3.423353
107, -1.531410, 3.391079
108, -1.530219, 3.359520
109, -1.529149, 3.328656
110, -1.528197, 3.298481
111, -1.527369, 3.268985
112, -1.526660, 3.240157
113, -1.526078, 3.211990
114, -1.525618, 3.184473
115, -1.525281, 3.157604
116, -1.525075, 3.131378
117, -1.524996, 3.105790
118, -1.525053, 3.080843
119, -1.525244, 3.056534
120, -1.525577, 3.032856
121, -1.526052, 3.009819
122, -1.526682, 2.987430
123, -1.527467, 2.965690
124, -1.528412, 2.944605
125, -1.529534, 2.924194
126, -1.530836, 2.904462
127, -1.532325, 2.885431
128, -1.534015, 2.867111
129, -1.535919, 2.849535
130, -1.538056, 2.832726
131, -1.540441, 2.816709
132, -1.543085, 2.801532
133, -1.546021, 2.787229
134, -1.549266, 2.773856
135, -1.552853, 2.761470
136, -1.556816, 2.750142
137, -1.561193, 2.739949
138, -1.566024, 2.730993
139, -1.571362, 2.723377
140, -1.577280, 2.717243
141, -1.583838, 2.712750
142, -1.591135, 2.710087
143, -1.599268, 2.709487
144, -1.608373, 2.711238
145, -1.618602, 2.715678
146, -1.630152, 2.723248
147, -1.643266, 2.734484
148, -1.658254, 2.750082
149, -1.675521, 2.770932
150, -1.695587, 2.798206
151, -1.719160, 2.833477
152, -1.747205, 2.878900
153, -1.781079, 2.937504
154, -1.822758, 3.013706
155, -1.875224, 3.114177
156, -1.943215, 3.249517
157, -2.034731, 3.437600
158, -2.164405, 3.711176
159, -2.362221, 4.137301
160, -2.700763, 4.878338
161, -3.412536, 6.454368
162, -5.870439, 11.936413
163, 18.318571, -42.187622
164, 1.665030, -4.951289
165, 0.258645, -1.821046
166, -0.264418, -0.666592
167, -0.537460, -0.071312
168, -0.705166, 0.288447
169, -0.818647, 0.527002
170, -0.900551, 0.695017
171, -0.962466, 0.818397
172, -1.010923, 0.911770
173, -1.049894, 0.984008
174, -1.081931, 1.040815
175, -1.108745, 1.086014
176, -1.131532, 1.122280
177, -1.151146, 1.151523
178, -1.168219, 1.175153
179, -1.183225, 1.194228
180, -1.196531, 1.209563
181, -1.208422, 1.221792
182, -1.219120, 1.231414
183, -1.228805, 1.238833
184, -1.237626, 1.244368
185, -1.245701, 1.248296
