0, 1.063360, -1.001076
1, 1.341727, -1.013888
2, 0.774342, -1.062202
3, 0.035858, -1.132902
4, -0.062094, -1.195065
5, 0.677326, -1.217560
6, 1.658061, -1.186331
7, 2.048520, -1.111250
8, 1.556708, -1.018982
9, 0.705030, -0.936801
10, 0.349382, -0.877459
11, 0.885939, -0.833969
12, 1.879553, -0.786666
13, 2.459152, -0.717271
14, 2.119427, -0.620798
15, 1.189846, -0.508138
16, 0.536595, -0.398458
17, 0.768423, -0.306979
18, 1.675266, -0.236240
19, 2.417358, -0.176130
20, 2.293944, -0.112042
21, 1.387246, -0.035325
22, 0.489451, 0.050891
23, 0.378542, 0.133976
24, 1.106019, 0.200197
25, 1.949889, 0.243357
26, 2.076556, 0.267998
27, 1.305014, 0.285388
28, 0.272631, 0.305338
29, -0.148881, 0.329497
30, 0.348480, 0.350498
31, 1.229006, 0.357212
32, 1.607547, 0.342311
33, 1.062250, 0.306987
34, 0.021026, 0.259818
35, -0.632484, 0.210793
36, -0.370598, 0.164736
37, 0.496224, 0.118549
38, 1.107763, 0.063952
39, 0.846485, -0.006334
40, -0.094604, -0.093293
41, -0.890926, -0.190717
42, -0.845597, -0.289161
43, -0.029929, -0.381897
44, 0.783677, -0.468768
45, 0.834128, -0.555441
46, 0.072978, -0.648718
47, -0.791217, -0.751225
48, -0.945739, -0.859109
49, -0.222701, -0.964208
50, 0.745751, -1.059073
51, 1.109121, -1.141364
52, 0.581760, -1.214657
53, -0.293422, -1.285223
54, -0.644361, -1.357114
55, -0.073180, -1.428931
56, 0.975751, -1.494442
57, 1.622768, -1.546522
58, 1.360974, -1.581641
59, 0.523048, -1.601836
60, -0.024265, -1.612897
61, 0.322886, -1.620101
62, 1.348656, -1.624478
63, 2.213724, -1.622127
64, 2.224911, -1.606984
65, 1.471198, -1.575068
66, 0.742262, -1.527266
67, 0.802690, -1.468791
68, 1.689134, -1.405767
69, 2.675596, -1.341327
70, 2.938970, -1.273902
71, 2.313753, -1.198819
72, 1.443330, -1.112036
73, 1.188104, -1.013407
74, 1.835332, -0.907261
75, 2.835664, -0.799936
76, 3.307787, -0.696022
77, 2.847748, -0.595901
78, 1.898909, -0.496229
79, 1.343465, -0.392970
80, 1.691544, -0.284851
81, 2.613378, -0.174851
82, 3.243792, -0.068746
83, 2.978139, 0.028256
84, 2.028314, 0.114451
85, 1.226977, 0.192145
86, 1.261811, 0.265449
87, 2.043734, 0.336910
88, 2.790032, 0.405318
89, 2.746128, 0.466181
90, 1.880408, 0.514494
91, 0.914072, 0.547865
92, 0.657951, 0.567874
93, 1.266816, 0.578733
94, 2.097750, 0.584247
95, 2.302537, 0.585152
96, 1.609481, 0.578682
97, 0.574885, 0.560604
98, 0.072576, 0.528293
99, 0.490682, 0.482728
100, 1.374449, 0.428043
101, 1.844799, 0.368982
102, 1.407260, 0.308032
103, 0.408294, 0.244194
104, -0.281786, 0.174216
105, -0.068137, 0.095395
106, 0.821782, 0.008002
107, 1.546829, -0.084333
108, 1.424860, -0.176530
109, 0.560344, -0.264905
110, -0.251031, -0.349016
111, -0.252956, -0.431249
112, 0.576656, -0.514470
113, 1.505113, -0.599382
114, 1.717345, -0.683418
115, 1.064263, -0.761916
116, 0.199090, -0.830738
117, -0.023195, -0.888533
118, 0.668329, -0.937101
119, 1.711540, -0.979621
120, 2.227467, -1.018014
121, 1.827008, -1.051247
122, 0.967012, -1.075745
123, 0.528904, -1.087606
124, 1.007750, -1.085079
125, 2.056841, -1.069596
126, 2.806419, -1.044680
127, 2.662690, -1.013489
128, 1.852368, -0.976712
129, 1.212546, -0.932246
130, 1.419591, -0.876865
131, 2.366347, -0.808703
132, 3.260596, -0.728838
133, 3.353271, -0.640896
134, 2.627130, -0.548960
135, 1.811520, -0.455239
136, 1.710696, -0.359093
137, 2.463126, -0.258069
138, 3.413452, -0.150202
139, 3.715057, -0.035993
140, 3.109162, 0.081314
141, 2.162944, 0.197316
142, 1.748131, 0.308822
143, 2.239017, 0.415349
144, 3.167534, 0.518762
145, 3.653531, 0.621303
146, 3.214267, 0.723404
147, 2.209483, 0.822784
148, 1.511673, 0.915455
149, 1.704665, 0.997921
150, 2.547130, 1.069067
151, 3.194321, 1.130438
152, 2.974894, 1.184740
153, 2.008895, 1.233607
154, 1.098769, 1.276193
155, 0.993133, 1.309531
156, 1.699839, 1.330424
157, 2.479404, 1.337537
158, 2.525207, 1.332259
159, 1.705254, 1.317753
160, 0.684270, 1.296862
161, 0.313813, 1.270319
162, 0.850953, 1.236486
163, 1.723173, 1.192789
164, 2.055626, 1.137843
165, 1.475650, 1.072805
166, 0.455342, 1.001008
167, -0.122277, 0.926163
168, 0.225692, 0.850345
169, 1.139018, 0.773167
170, 1.746649, 0.692677
171, 1.468004, 0.607352
172, 0.546584, 0.517804
173, -0.174445, 0.427009
